jointName,tauEst,targetTau,error,reachtime,timesincelastentry,timefromstart,pgmtime
RR_2,0.441406,0.500000,0.058594,955,955,1913540,1
RL_0,0.515625,0.500000,-0.015625,2956,955,1913540,1
RL_1,-0.046875,-0.156160,-0.109285,7045,955,1913540,1
RL_2,0.406250,0.500000,0.093750,3036,955,1913540,1
FR_0,-0.468750,-0.500000,-0.031250,0,1041,1914581,1
FR_1,-0.046875,0.765775,0.812650,8000,1041,1914581,1
FR_2,0.218750,0.500000,0.281250,0,1041,1914581,1
FL_0,0.441406,0.500000,0.058594,2000,1041,1914581,1
FL_1,-0.171875,-0.230052,-0.058177,0,1041,1914581,1
FL_2,0.441406,0.500000,0.058594,0,1041,1914581,1
RR_0,-0.542969,-0.500000,0.042969,0,1041,1914582,1
RR_1,-0.070312,-0.164899,-0.094587,11045,1041,1914582,1
RR_2,0.480469,0.500000,0.019531,1996,1041,1914582,1
RL_0,0.394531,0.500000,0.105469,2956,1041,1914582,1
RL_1,-0.269531,-0.156160,0.113372,7045,1041,1914582,1
RL_2,0.406250,0.500000,0.093750,3036,1041,1914582,1
FR_0,-0.417969,-0.500000,-0.082031,0,964,1915545,1
FR_1,0.046875,0.765775,0.718900,8000,964,1915545,1
FR_2,0.441406,0.500000,0.058594,0,964,1915545,1
FL_0,0.589844,0.500000,-0.089844,2000,964,1915545,1
FL_1,-0.144531,-0.230052,-0.085520,0,964,1915545,1
FL_2,0.628906,0.500000,-0.128906,0,964,1915545,1
RR_0,-0.417969,-0.500000,-0.082031,0,964,1915546,1
RR_1,-0.195312,-0.164899,0.030413,11045,964,1915546,1
RR_2,0.441406,0.500000,0.058594,1996,964,1915546,1
RL_0,0.492188,0.500000,0.007812,964,964,1915546,1
RL_1,-0.097656,-0.156160,-0.058503,7045,964,1915546,1
RL_2,0.441406,0.500000,0.058594,3036,964,1915546,1
FR_0,-0.441406,-0.500000,-0.058594,0,993,1916538,1
FR_1,-0.023438,0.765775,0.789212,8000,993,1916538,1
FR_2,0.441406,0.500000,0.058594,0,993,1916538,1
FL_0,0.441406,0.500000,0.058594,2000,993,1916538,1
FL_1,-0.320312,-0.230052,0.090261,0,993,1916538,1
FL_2,0.406250,0.500000,0.093750,0,993,1916539,1
RR_0,-0.468750,-0.500000,-0.031250,0,993,1916539,1
RR_1,-0.195312,-0.164899,0.030413,11045,993,1916551,1
RR_2,0.406250,0.500000,0.093750,1996,993,1916551,1
RL_0,0.492188,0.500000,0.007812,0,993,1916551,1
RL_1,-0.218750,-0.156160,0.062590,7045,993,1916551,1
RL_2,0.406250,0.500000,0.093750,3036,993,1916552,1
FR_0,-0.492188,-0.500000,-0.007812,2957,999,1917537,0
FR_1,0.023438,0.765775,0.742337,8000,999,1917537,0
FR_2,0.367188,0.500000,0.132812,0,999,1917537,0
FL_0,0.343750,0.500000,0.156250,2000,999,1917538,0
FL_1,-0.218750,-0.230052,-0.011302,6955,999,1917538,0
FL_2,0.218750,0.500000,0.281250,0,999,1917538,0
RR_0,-0.515625,-0.500000,0.015625,4953,999,1917538,0
RR_1,-0.144531,-0.164899,-0.020368,3998,999,1917538,0
RR_2,0.515625,0.500000,-0.015625,1993,999,1917538,0
RL_0,0.566406,0.500000,-0.066406,0,999,1917538,0
RL_1,-0.070312,-0.156160,-0.085847,7045,999,1917539,0
RL_2,0.406250,0.500000,0.093750,3036,999,1917539,0
FR_0,-0.417969,-0.500000,-0.082031,2957,999,1918537,0
FR_1,0.097656,0.765775,0.668118,8000,999,1918537,0
FR_2,0.406250,0.500000,0.093750,0,999,1918537,0
FL_0,0.417969,0.500000,0.082031,2000,999,1918537,0
FL_1,-0.218750,-0.190026,0.028724,0,999,1918537,0
FL_2,0.441406,0.500000,0.058594,0,999,1918537,0
RR_0,-0.492188,-0.500000,-0.007812,0,999,1918537,0
RR_1,-0.246094,-0.127583,0.118511,3998,999,1918538,0
RR_2,0.406250,0.500000,0.093750,1993,999,1918538,0
RL_0,0.515625,0.500000,-0.015625,999,999,1918538,0
RL_1,-0.144531,-0.156160,-0.011628,4998,999,1918538,0
RL_2,0.480469,0.500000,0.019531,6998,999,1918538,0
FR_0,-0.343750,-0.500000,-0.156250,2957,999,1919536,0
FR_1,0.000000,0.765775,0.765775,8000,999,1919536,0
FR_2,0.367188,0.500000,0.132812,0,999,1919536,0
FL_0,0.441406,0.500000,0.058594,2000,999,1919537,0
FL_1,-0.218750,-0.187346,0.031404,0,999,1919537,0
FL_2,0.367188,0.500000,0.132812,0,999,1919537,0
RR_0,-0.468750,-0.500000,-0.031250,0,999,1919537,0
RR_1,-0.097656,-0.127583,-0.029927,999,999,1919537,0
RR_2,0.515625,0.500000,-0.015625,999,999,1919537,0
RL_0,0.417969,0.500000,0.082031,999,999,1919537,0
RL_1,-0.121094,-0.142599,-0.021506,0,999,1919538,0
RL_2,0.332031,0.500000,0.167969,6998,999,1919538,0
FR_0,-0.566406,-0.500000,0.066406,2957,1006,1920543,7
FR_1,0.542969,0.765775,0.222806,8000,1006,1920543,7
FR_2,0.480469,0.500000,0.019531,7004,1006,1920543,7
FL_0,0.566406,0.500000,-0.066406,2000,1006,1920543,7
FL_1,-0.246094,-0.187346,0.058748,0,1006,1920543,7
FL_2,0.515625,0.500000,-0.015625,5962,1006,1920543,7
RR_0,-0.468750,-0.500000,-0.031250,0,1006,1920544,7
RR_1,-0.121094,-0.122881,-0.001787,0,1006,1920544,7
RR_2,0.441406,0.500000,0.058594,999,1006,1920544,7
RL_0,0.566406,0.500000,-0.066406,999,1006,1920544,7
RL_1,-0.171875,-0.127221,0.044654,0,1006,1920550,7
RL_2,0.515625,0.500000,-0.015625,1006,1006,1920550,7
FR_0,-0.515625,-0.500000,0.015625,3000,993,1921537,1
FR_1,0.542969,0.765775,0.222806,8000,993,1921537,1
FR_2,0.406250,0.500000,0.093750,7004,993,1921537,1
FL_0,0.468750,0.500000,0.031250,2000,993,1921537,1
FL_1,-0.144531,-0.187346,-0.042815,0,993,1921537,1
FL_2,0.515625,0.500000,-0.015625,0,993,1921538,1
RR_0,-0.468750,-0.500000,-0.031250,0,993,1921538,1
RR_1,-0.023438,-0.119111,-0.095674,0,993,1921538,1
RR_2,0.480469,0.500000,0.019531,993,993,1921538,1
RL_0,0.468750,0.500000,0.031250,999,993,1921538,1
RL_1,-0.046875,-0.127221,-0.080346,0,993,1921538,1
RL_2,0.554688,0.500000,-0.054688,1006,993,1921538,1
FR_0,-0.468750,-0.500000,-0.031250,3000,1006,1922543,0
FR_1,0.664062,0.765775,0.101712,8000,1006,1922543,0
FR_2,0.441406,0.500000,0.058594,7004,1006,1922543,0
FL_0,0.492188,0.500000,0.007812,7962,1006,1922543,0
FL_1,-0.171875,-0.187346,-0.015471,3006,1006,1922543,0
FL_2,0.554688,0.500000,-0.054688,0,1006,1922544,0
RR_0,-0.566406,-0.500000,0.066406,0,1006,1922544,0
RR_1,-0.097656,-0.119111,-0.021455,1006,1006,1922544,0
RR_2,0.628906,0.500000,-0.128906,993,1006,1922544,0
RL_0,0.515625,0.500000,-0.015625,3006,1006,1922544,0
RL_1,-0.171875,-0.127221,0.044654,0,1006,1922544,0
RL_2,0.515625,0.500000,-0.015625,1006,1006,1922544,0
FR_0,-0.515625,-0.500000,0.015625,993,993,1923536,0
FR_1,0.640625,0.765775,0.125150,8000,993,1923536,0
FR_2,0.664062,0.500000,-0.164062,7004,993,1923537,0
FL_0,0.441406,0.500000,0.058594,7962,993,1923537,0
FL_1,-0.218750,-0.152890,0.065860,3006,993,1923537,0
FL_2,0.480469,0.500000,0.019531,993,993,1923537,0
RR_0,-0.441406,-0.500000,-0.058594,0,993,1923537,0
RR_1,-0.046875,-0.092263,-0.045388,1006,993,1923537,0
RR_2,0.441406,0.500000,0.058594,993,993,1923537,0
RL_0,0.468750,0.500000,0.031250,3006,993,1923538,0
RL_1,-0.144531,-0.127221,0.017310,2993,993,1923538,0
RL_2,0.441406,0.500000,0.058594,1006,993,1923538,0
FR_0,-0.468750,-0.500000,-0.031250,993,1006,1924543,7
FR_1,0.714844,0.765775,0.050931,8000,1006,1924543,7
FR_2,0.441406,0.500000,0.058594,7004,1006,1924543,7
FL_0,0.441406,0.500000,0.058594,7962,1006,1924543,7
FL_1,-0.171875,-0.152890,0.018985,1006,1006,1924544,7
FL_2,0.441406,0.500000,0.058594,993,1006,1924544,7
RR_0,-0.492188,-0.500000,-0.007812,5006,1006,1924544,7
RR_1,-0.195312,-0.092263,0.103049,1006,1006,1924544,7
RR_2,0.441406,0.500000,0.058594,993,1006,1924544,7
RL_0,0.542969,0.500000,-0.042969,3006,1006,1924544,7
RL_1,-0.144531,-0.112131,0.032400,2993,1006,1924544,7
RL_2,0.589844,0.500000,-0.089844,1006,1006,1924545,7
FR_0,-0.441406,-0.500000,-0.058594,993,993,1925536,1
FR_1,0.664062,0.765775,0.101712,8000,993,1925542,1
FR_2,0.367188,0.500000,0.132812,7004,993,1925542,1
FL_0,0.542969,0.500000,-0.042969,7962,993,1925542,1
FL_1,-0.195312,-0.144617,0.050696,1006,993,1925542,1
FL_2,0.441406,0.500000,0.058594,993,993,1925542,1
RR_0,-0.441406,-0.500000,-0.058594,5006,993,1925542,1
RR_1,-0.171875,-0.092263,0.079612,1006,993,1925542,1
RR_2,0.367188,0.500000,0.132812,993,993,1925542,1
RL_0,0.566406,0.500000,-0.066406,3006,993,1925543,1
RL_1,-0.171875,-0.112131,0.059744,2993,993,1925543,1
RL_2,0.628906,0.500000,-0.128906,1006,993,1925543,1
FR_0,-0.441406,-0.500000,-0.058594,993,1046,1926584,1
FR_1,0.691406,0.765775,0.074368,8000,1046,1926584,1
FR_2,0.515625,0.500000,-0.015625,5046,1046,1926584,1
FL_0,0.367188,0.500000,0.132812,7962,1046,1926584,1
FL_1,-0.246094,-0.144617,0.101477,1006,1046,1926585,1
FL_2,0.332031,0.500000,0.167969,993,1046,1926585,1
RR_0,-0.441406,-0.500000,-0.058594,5006,1046,1926585,1
RR_1,-0.097656,-0.092263,0.005393,3046,1046,1926585,1
RR_2,0.406250,0.500000,0.093750,993,1046,1926585,1
RL_0,0.492188,0.500000,0.007812,3046,1046,1926585,1
RL_1,-0.097656,-0.112131,-0.014475,2040,1046,1926585,1
RL_2,0.480469,0.500000,0.019531,3046,1046,1926585,1
FR_0,-0.441406,-0.500000,-0.058594,993,962,1927546,0
FR_1,0.765625,0.765775,0.000150,14962,962,1927546,0
FR_2,0.406250,0.500000,0.093750,5046,962,1927546,0
FL_0,0.468750,0.500000,0.031250,7962,962,1927546,0
FL_1,-0.171875,-0.144617,0.027258,2009,962,1927546,0
FL_2,0.628906,0.500000,-0.128906,993,962,1927546,0
RR_0,-0.441406,-0.500000,-0.058594,5006,962,1927547,0
RR_1,-0.171875,-0.103843,0.068032,3046,962,1927547,0
RR_2,0.554688,0.500000,-0.054688,993,962,1927547,0
RL_0,0.441406,0.500000,0.058594,3046,962,1927547,0
RL_1,-0.195312,-0.110666,0.084646,2040,962,1927547,0
RL_2,0.406250,0.500000,0.093750,3046,962,1927547,0
FR_0,-0.566406,-0.500000,0.066406,993,1037,1928584,1
FR_1,0.765625,-0.646497,-1.412122,14962,1037,1928584,1
FR_2,0.367188,0.500000,0.132812,5046,1037,1928584,1
FL_0,0.417969,0.500000,0.082031,7962,1037,1928584,1
FL_1,-0.171875,-0.151828,0.020047,0,1037,1928585,1
FL_2,0.367188,0.500000,0.132812,993,1037,1928585,1
RR_0,-0.492188,-0.500000,-0.007812,3047,1037,1928585,1
RR_1,-0.343750,-0.103843,0.239907,3046,1037,1928585,1
RR_2,0.367188,0.500000,0.132812,993,1037,1928585,1
RL_0,0.468750,0.500000,0.031250,3046,1037,1928585,1
RL_1,-0.144531,-0.110666,0.033865,2040,1037,1928585,1
RL_2,0.367188,0.500000,0.132812,3046,1037,1928586,1
FR_0,-0.542969,-0.500000,0.042969,993,954,1929538,1
FR_1,0.765625,-0.646497,-1.412122,14962,954,1929538,1
FR_2,0.441406,0.500000,0.058594,5046,954,1929538,1
FL_0,0.566406,0.500000,-0.066406,7962,954,1929538,1
FL_1,-0.195312,-0.164557,0.030755,0,954,1929556,1
FL_2,0.441406,0.500000,0.058594,993,954,1929557,1
RR_0,-0.542969,-0.500000,0.042969,3047,954,1929557,1
RR_1,-0.023438,-0.103843,-0.080406,3046,954,1929557,1
RR_2,0.480469,0.500000,0.019531,6994,954,1929557,1
RL_0,0.441406,0.500000,0.058594,3046,954,1929557,1
RL_1,-0.121094,-0.110666,0.010428,1992,954,1929557,1
RL_2,0.515625,0.500000,-0.015625,1992,954,1929557,1
FR_0,-0.468750,-0.500000,-0.031250,993,999,1930538,1
FR_1,0.863281,-0.646497,-1.509778,14962,999,1930538,1
FR_2,0.554688,0.500000,-0.054688,5046,999,1930538,1
FL_0,0.468750,0.500000,0.031250,7962,999,1930538,1
FL_1,-0.121094,-0.164557,-0.043463,0,999,1930538,1
FL_2,0.554688,0.500000,-0.054688,993,999,1930538,1
RR_0,-0.468750,-0.500000,-0.031250,3047,999,1930538,1
RR_1,-0.195312,-0.103843,0.091469,3046,999,1930538,1
RR_2,0.515625,0.500000,-0.015625,0,999,1930539,1
RL_0,0.589844,0.500000,-0.089844,3046,999,1930539,1
RL_1,-0.097656,-0.105613,-0.007957,0,999,1930539,1
RL_2,0.441406,0.500000,0.058594,1992,999,1930539,1
FR_0,-0.492188,-0.500000,-0.007812,7048,1054,1931592,1
FR_1,0.691406,-0.646497,-1.337903,14962,1054,1931593,1
FR_2,0.515625,0.500000,-0.015625,4046,1054,1931593,1
FL_0,0.492188,0.500000,0.007812,8055,1054,1931593,1
FL_1,-0.171875,-0.164557,0.007318,2053,1054,1931593,1
FL_2,0.441406,0.500000,0.058594,993,1054,1931593,1
RR_0,-0.468750,-0.500000,-0.031250,3047,1054,1931593,1
RR_1,-0.097656,-0.103843,-0.006187,4046,1054,1931594,1
RR_2,0.441406,0.500000,0.058594,0,1054,1931594,1
RL_0,0.441406,0.500000,0.058594,3046,1054,1931594,1
RL_1,-0.121094,-0.108489,0.012605,0,1054,1931594,1
RL_2,0.406250,0.500000,0.093750,1992,1054,1931594,1
FR_0,-0.468750,-0.500000,-0.031250,7048,946,1932538,1
FR_1,0.664062,-0.646497,-1.310560,14962,946,1932538,1
FR_2,0.480469,0.500000,0.019531,0,946,1932538,1
FL_0,0.492188,0.500000,0.007812,0,946,1932538,1
FL_1,-0.097656,-0.162608,-0.064951,2053,946,1932539,1
FL_2,0.554688,0.500000,-0.054688,993,946,1932539,1
RR_0,-0.566406,-0.500000,0.066406,3047,946,1932539,1
RR_1,-0.070312,-0.127712,-0.057399,4046,946,1932539,1
RR_2,0.515625,0.500000,-0.015625,946,946,1932539,1
RL_0,0.542969,0.500000,-0.042969,3046,946,1932539,1
RL_1,-0.144531,-0.110144,0.034387,0,946,1932540,1
RL_2,0.367188,0.500000,0.132812,1992,946,1932540,1
FR_0,-0.468750,-0.500000,-0.031250,7048,1044,1933583,1
FR_1,0.691406,-0.646497,-1.337903,14962,1044,1933584,1
FR_2,0.628906,0.500000,-0.128906,0,1044,1933584,1
FL_0,0.492188,0.500000,0.007812,0,1044,1933584,1
FL_1,-0.171875,-0.162608,0.009267,1044,1044,1933584,1
FL_2,0.406250,0.500000,0.093750,993,1044,1933584,1
RR_0,-0.492188,-0.500000,-0.007812,4044,1044,1933585,1
RR_1,0.000000,-0.127712,-0.127712,4046,1044,1933585,1
RR_2,0.515625,0.500000,-0.015625,0,1044,1933597,1
RL_0,0.542969,0.500000,-0.042969,3046,1044,1933597,1
RL_1,-0.097656,-0.110144,-0.012488,1044,1044,1933597,1
RL_2,0.406250,0.500000,0.093750,1992,1044,1933597,1
FR_0,-0.417969,-0.500000,-0.082031,7048,955,1934539,1
FR_1,0.714844,-0.646497,-1.361341,14962,955,1934539,1
FR_2,0.406250,0.500000,0.093750,0,955,1934539,1
FL_0,0.515625,0.500000,-0.015625,0,955,1934539,1
FL_1,-0.195312,-0.204500,-0.009187,0,955,1934539,1
FL_2,0.515625,0.500000,-0.015625,9995,955,1934539,1
RR_0,-0.492188,-0.500000,-0.007812,0,955,1934539,1
RR_1,-0.046875,-0.127712,-0.080837,4046,955,1934540,1
RR_2,0.515625,0.500000,-0.015625,0,955,1934540,1
RL_0,0.492188,0.500000,0.007812,6992,955,1934540,1
RL_1,-0.023438,-0.118239,-0.094802,1044,955,1934540,1
RL_2,0.515625,0.500000,-0.015625,4000,955,1934540,1
FR_0,-0.468750,-0.500000,-0.031250,7048,1053,1935592,1
FR_1,0.714844,-0.646497,-1.361341,14962,1053,1935593,1
FR_2,0.441406,0.500000,0.058594,0,1053,1935593,1
FL_0,0.394531,0.500000,0.105469,0,1053,1935593,1
FL_1,-0.070312,-0.206878,-0.136565,0,1053,1935593,1
FL_2,0.332031,0.500000,0.167969,9995,1053,1935593,1
RR_0,-0.468750,-0.500000,-0.031250,0,1053,1935593,1
RR_1,-0.097656,-0.127712,-0.030055,4046,1053,1935593,1
RR_2,0.406250,0.500000,0.093750,0,1053,1935594,1
RL_0,0.515625,0.500000,-0.015625,0,1053,1935594,1
RL_1,-0.023438,-0.118239,-0.094802,1044,1053,1935594,1
RL_2,0.480469,0.500000,0.019531,0,1053,1935594,1
FR_0,-0.542969,-0.500000,0.042969,7048,945,1936537,1
FR_1,0.714844,-0.646497,-1.361341,14962,945,1936537,1
FR_2,0.480469,0.500000,0.019531,2954,945,1936538,1
FL_0,0.417969,0.500000,0.082031,0,945,1936538,1
FL_1,-0.046875,-0.206878,-0.160003,0,945,1936538,1
FL_2,0.367188,0.500000,0.132812,9995,945,1936538,1
RR_0,-0.492188,-0.500000,-0.007812,945,945,1936538,1
RR_1,-0.023438,-0.127712,-0.104274,4046,945,1936538,1
RR_2,0.515625,0.500000,-0.015625,945,945,1936538,1
RL_0,0.367188,0.500000,0.132812,0,945,1936539,1
RL_1,-0.097656,-0.118239,-0.020583,1998,945,1936539,1
RL_2,0.480469,0.500000,0.019531,0,945,1936539,1
FR_0,-0.417969,-0.500000,-0.082031,7048,1057,1937595,1
FR_1,-0.441406,-0.646497,-0.205091,14962,1057,1937595,1
FR_2,0.515625,0.500000,-0.015625,0,1057,1937595,1
FL_0,0.394531,0.500000,0.105469,0,1057,1937595,1
FL_1,-0.097656,-0.206878,-0.109222,0,1057,1937596,1
FL_2,0.367188,0.500000,0.132812,9995,1057,1937596,1
RR_0,-0.515625,-0.500000,0.015625,0,1057,1937596,1
RR_1,-0.046875,-0.127712,-0.080837,4046,1057,1937596,1
RR_2,0.554688,0.500000,-0.054688,945,1057,1937596,1
RL_0,0.492188,0.500000,0.007812,1057,1057,1937596,1
RL_1,-0.097656,-0.128312,-0.030655,1998,1057,1937597,1
RL_2,0.441406,0.500000,0.058594,0,1057,1937609,1
FR_0,-0.417969,-0.500000,-0.082031,7048,943,1938538,1
FR_1,-0.417969,-0.646497,-0.228528,14962,943,1938538,1
FR_2,0.480469,0.500000,0.019531,0,943,1938539,1
FL_0,0.468750,0.500000,0.031250,0,943,1938539,1
FL_1,-0.121094,-0.206878,-0.085784,0,943,1938539,1
FL_2,0.480469,0.500000,0.019531,2946,943,1938539,1
RR_0,-0.417969,-0.500000,-0.082031,0,943,1938539,1
RR_1,-0.097656,-0.127712,-0.030055,4046,943,1938539,1
RR_2,0.515625,0.500000,-0.015625,943,943,1938539,1
RL_0,0.542969,0.500000,-0.042969,1057,943,1938539,1
RL_1,-0.097656,-0.128312,-0.030655,1998,943,1938540,1
RL_2,0.441406,0.500000,0.058594,0,943,1938540,1
FR_0,-0.566406,-0.500000,0.066406,7048,1052,1939591,1
FR_1,-0.542969,-0.646497,-0.103528,14962,1052,1939591,1
FR_2,0.554688,0.500000,-0.054688,0,1052,1939591,1
FL_0,0.417969,0.500000,0.082031,0,1052,1939591,1
FL_1,-0.121094,-0.206878,-0.085784,0,1052,1939592,1
FL_2,0.554688,0.500000,-0.054688,2946,1052,1939592,1
RR_0,-0.515625,-0.500000,0.015625,1052,1052,1939592,1
RR_1,-0.023438,-0.127712,-0.104274,4046,1052,1939592,1
RR_2,0.664062,0.500000,-0.164062,943,1052,1939592,1
RL_0,0.515625,0.500000,-0.015625,1052,1052,1939592,1
RL_1,-0.121094,-0.128312,-0.007218,1996,1052,1939593,1
RL_2,0.406250,0.500000,0.093750,0,1052,1939593,1
FR_0,-0.417969,-0.500000,-0.082031,7048,953,1940543,1
FR_1,-0.566406,-0.646497,-0.080091,14962,953,1940544,1
FR_2,0.515625,0.500000,-0.015625,953,953,1940544,1
FL_0,0.492188,0.500000,0.007812,4951,953,1940544,1
FL_1,-0.121094,-0.206878,-0.085784,0,953,1940544,1
FL_2,0.441406,0.500000,0.058594,2946,953,1940544,1
RR_0,-0.441406,-0.500000,-0.058594,1052,953,1940544,1
RR_1,-0.097656,-0.127712,-0.030055,4046,953,1940544,1
RR_2,0.515625,0.500000,-0.015625,953,953,1940545,1
RL_0,0.394531,0.500000,0.105469,1052,953,1940545,1
RL_1,-0.023438,-0.119139,-0.095702,1996,953,1940545,1
RL_2,0.406250,0.500000,0.093750,0,953,1940545,1
FR_0,-0.542969,-0.500000,0.042969,7048,1047,1941591,9
FR_1,-0.468750,-0.646497,-0.177747,14962,1047,1941591,9
FR_2,0.441406,0.500000,0.058594,953,1047,1941592,9
FL_0,0.515625,0.500000,-0.015625,0,1047,1941592,9
FL_1,-0.121094,-0.206878,-0.085784,0,1047,1941592,9
FL_2,0.367188,0.500000,0.132812,2946,1047,1941592,9
RR_0,-0.492188,-0.500000,-0.007812,1047,1047,1941592,9
RR_1,-0.121094,-0.127712,-0.006618,9052,1047,1941592,9
RR_2,0.441406,0.500000,0.058594,953,1047,1941593,9
RL_0,0.441406,0.500000,0.058594,1052,1047,1941593,9
RL_1,-0.121094,-0.119139,0.001955,1047,1047,1941593,9
RL_2,0.515625,0.500000,-0.015625,3996,1047,1941593,9
FR_0,-0.542969,-0.500000,0.042969,7048,947,1942538,1
FR_1,-0.542969,-0.646497,-0.103528,14962,947,1942538,1
FR_2,0.703125,0.500000,-0.203125,953,947,1942550,1
FL_0,0.468750,0.500000,0.031250,0,947,1942551,1
FL_1,-0.144531,-0.206878,-0.062347,0,947,1942551,1
FL_2,0.441406,0.500000,0.058594,2946,947,1942551,1
RR_0,-0.417969,-0.500000,-0.082031,1047,947,1942551,1
RR_1,-0.144531,-0.125720,0.018811,0,947,1942551,1
RR_2,0.406250,0.500000,0.093750,953,947,1942551,1
RL_0,0.468750,0.500000,0.031250,1052,947,1942551,1
RL_1,-0.121094,-0.141492,-0.020399,0,947,1942552,1
RL_2,0.515625,0.500000,-0.015625,0,947,1942552,1
FR_0,-0.468750,-0.500000,-0.031250,7048,1044,1943583,1
FR_1,-0.664062,-0.646497,0.017566,14999,1044,1943584,1
FR_2,0.257812,0.500000,0.242188,953,1044,1943584,1
FL_0,0.515625,0.500000,-0.015625,1044,1044,1943584,1
FL_1,-0.171875,-0.206878,-0.035003,0,1044,1943584,1
FL_2,0.441406,0.500000,0.058594,2946,1044,1943584,1
RR_0,-0.441406,-0.500000,-0.058594,1047,1044,1943584,1
RR_1,-0.144531,-0.142396,0.002135,0,1044,1943585,1
RR_2,0.515625,0.500000,-0.015625,1992,1044,1943585,1
RL_0,0.417969,0.500000,0.082031,1052,1044,1943585,1
RL_1,-0.097656,-0.141322,-0.043666,0,1044,1943585,1
RL_2,0.515625,0.500000,-0.015625,0,1044,1943585,1
FR_0,-0.468750,-0.500000,-0.031250,7048,962,1944545,0
FR_1,-0.664062,-0.334849,0.329214,14999,962,1944545,0
FR_2,0.292969,0.500000,0.207031,953,962,1944545,0
FL_0,0.542969,0.500000,-0.042969,1044,962,1944546,0
FL_1,-0.195312,-0.206878,-0.011565,8953,962,1944546,0
FL_2,0.367188,0.500000,0.132812,2946,962,1944546,0
RR_0,-0.492188,-0.500000,-0.007812,2007,962,1944546,0
RR_1,-0.097656,-0.145268,-0.047611,0,962,1944546,0
RR_2,0.441406,0.500000,0.058594,1992,962,1944546,0
RL_0,0.417969,0.500000,0.082031,1052,962,1944547,0
RL_1,-0.070312,-0.141322,-0.071010,0,962,1944547,0
RL_2,0.515625,0.500000,-0.015625,0,962,1944547,0
FR_0,-0.441406,-0.500000,-0.058594,7048,1038,1945584,1
FR_1,-0.691406,-0.334849,0.356558,14999,1038,1945584,1
FR_2,0.441406,0.500000,0.058594,953,1038,1945584,1
FL_0,0.468750,0.500000,0.031250,1044,1038,1945585,1
FL_1,-0.246094,-0.222865,0.023229,0,1038,1945585,1
FL_2,0.218750,0.500000,0.281250,2946,1038,1945585,1
RR_0,-0.492188,-0.500000,-0.007812,0,1038,1945585,1
RR_1,-0.144531,-0.145268,-0.000736,1038,1038,1945585,1
RR_2,0.480469,0.500000,0.019531,1038,1038,1945585,1
RL_0,0.468750,0.500000,0.031250,1052,1038,1945586,1
RL_1,-0.046875,-0.141322,-0.094447,0,1038,1945586,1
RL_2,0.441406,0.500000,0.058594,0,1038,1945586,1
FR_0,-0.492188,-0.500000,-0.007812,13999,954,1946538,0
FR_1,-0.589844,-0.334849,0.254995,14999,954,1946538,0
FR_2,0.480469,0.500000,0.019531,4946,954,1946538,0
FL_0,0.542969,0.500000,-0.042969,1044,954,1946538,0
FL_1,-0.121094,-0.204690,-0.083596,0,954,1946538,0
FL_2,0.441406,0.500000,0.058594,2946,954,1946551,0
RR_0,-0.441406,-0.500000,-0.058594,0,954,1946551,0
RR_1,-0.097656,-0.145833,-0.048176,1038,954,1946551,0
RR_2,0.480469,0.500000,0.019531,0,954,1946551,0
RL_0,0.492188,0.500000,0.007812,5994,954,1946551,0
RL_1,-0.121094,-0.141322,-0.020228,2954,954,1946551,0
RL_2,0.480469,0.500000,0.019531,954,954,1946552,0
FR_0,-0.542969,-0.500000,0.042969,13999,1045,1947584,1
FR_1,-0.714844,-0.334849,0.379995,14999,1045,1947584,1
FR_2,0.664062,0.500000,-0.164062,4946,1045,1947584,1
FL_0,0.417969,0.500000,0.082031,1044,1045,1947584,1
FL_1,-0.171875,-0.204690,-0.032815,0,1045,1947585,1
FL_2,0.367188,0.500000,0.132812,2946,1045,1947585,1
RR_0,-0.542969,-0.500000,0.042969,0,1045,1947585,1
RR_1,-0.144531,-0.145833,-0.001301,1045,1045,1947585,1
RR_2,0.589844,0.500000,-0.089844,0,1045,1947585,1
RL_0,0.492188,0.500000,0.007812,0,1045,1947585,1
RL_1,-0.023438,-0.165050,-0.141613,2954,1045,1947585,1
RL_2,0.406250,0.500000,0.093750,954,1045,1947586,1
FR_0,-0.468750,-0.500000,-0.031250,13999,954,1948538,0
FR_1,-0.714844,-0.334849,0.379995,14999,954,1948538,0
FR_2,0.589844,0.500000,-0.089844,4946,954,1948538,0
FL_0,0.394531,0.500000,0.105469,1044,954,1948538,0
FL_1,-0.218750,-0.204690,0.014060,2000,954,1948539,0
FL_2,0.515625,0.500000,-0.015625,8947,954,1948539,0
RR_0,-0.417969,-0.500000,-0.082031,0,954,1948539,0
RR_1,0.000000,-0.154264,-0.154264,1045,954,1948539,0
RR_2,0.515625,0.500000,-0.015625,954,954,1948539,0
RL_0,0.566406,0.500000,-0.066406,0,954,1948539,0
RL_1,-0.046875,-0.165050,-0.118175,2954,954,1948539,0
RL_2,0.406250,0.500000,0.093750,954,954,1948540,0
FR_0,-0.515625,-0.500000,0.015625,1999,1045,1949584,1
FR_1,-0.691406,-0.334849,0.356558,14999,1045,1949584,1
FR_2,0.480469,0.500000,0.019531,1999,1045,1949584,1
FL_0,0.441406,0.500000,0.058594,1044,1045,1949584,1
FL_1,-0.171875,-0.193776,-0.021901,0,1045,1949584,1
FL_2,0.292969,0.500000,0.207031,8947,1045,1949585,1
