jointName,tauEst,targetTau,error,reachtime,timesincelastentry,timefromstart,pgmtime
RL_1,0.000000,-0.139101,-0.139101,-1,1015,505442,1
RL_2,0.070312,0.500000,0.429688,-1,1015,505442,1
FR_0,-0.589844,-0.500000,0.089844,-1,1001,506442,1
FR_1,0.070312,-0.223904,-0.294217,-1,1001,506442,1
FR_2,-0.109375,0.500000,0.609375,-1,1001,506443,1
FL_0,0.640625,0.500000,-0.140625,-1,1001,506443,1
FL_1,-0.023438,-0.227330,-0.203893,-1,1001,506443,1
FL_2,-0.070312,0.500000,0.570312,-1,1001,506443,1
RR_0,-0.515625,-0.500000,0.015625,7047,1001,506443,1
RR_1,0.046875,-0.130099,-0.176974,-1,1001,506443,1
RR_2,0.000000,0.500000,0.500000,-1,1001,506443,1
RL_0,0.640625,0.500000,-0.140625,-1,1001,506443,1
RL_1,-0.070312,-0.139101,-0.068789,-1,1001,506444,1
RL_2,0.000000,0.500000,0.500000,-1,1001,506444,1
FR_0,-0.492188,-0.500000,-0.007812,8046,999,507442,1
FR_1,-0.097656,-0.223904,-0.126248,-1,999,507442,1
FR_2,0.070312,0.500000,0.429688,-1,999,507442,1
FL_0,0.515625,0.500000,-0.015625,8046,999,507442,1
FL_1,-0.218750,-0.227330,-0.008580,8046,999,507443,1
FL_2,-0.070312,0.500000,0.570312,-1,999,507443,1
RR_0,-0.515625,-0.500000,0.015625,0,999,507443,1
RR_1,-0.097656,-0.130099,-0.032443,-1,999,507443,1
RR_2,0.000000,0.500000,0.500000,-1,999,507443,1
RL_0,0.515625,0.500000,-0.015625,8046,999,507443,1
RL_1,-0.121094,-0.139101,-0.018008,8046,999,507443,1
RL_2,0.000000,0.500000,0.500000,-1,999,507444,1
FR_0,-0.441406,-0.500000,-0.058594,8046,983,508425,0
FR_1,-0.097656,-0.223904,-0.126248,-1,983,508426,0
FR_2,0.367188,0.500000,0.132812,-1,983,508426,0
FL_0,0.542969,0.500000,-0.042969,8046,983,508426,0
FL_1,-0.097656,-0.226588,-0.128931,8046,983,508426,0
FL_2,0.183594,0.500000,0.316406,-1,983,508426,0
RR_0,-0.515625,-0.500000,0.015625,0,983,508426,0
RR_1,-0.023438,-0.130099,-0.106662,-1,983,508426,0
RR_2,0.367188,0.500000,0.132812,-1,983,508426,0
RL_0,0.441406,0.500000,0.058594,8046,983,508426,0
RL_1,0.000000,-0.139824,-0.139824,8046,983,508426,0
RL_2,0.257812,0.500000,0.242188,-1,983,508426,0
FR_0,-0.566406,-0.500000,0.066406,8046,1016,509442,1
FR_1,-0.195312,-0.223904,-0.028592,10046,1016,509442,1
FR_2,0.257812,0.500000,0.242188,-1,1016,509442,1
FL_0,0.640625,0.500000,-0.140625,8046,1016,509442,1
FL_1,-0.292969,-0.226588,0.066381,8046,1016,509442,1
FL_2,0.406250,0.500000,0.093750,-1,1016,509443,1
RR_0,-0.367188,-0.500000,-0.132812,0,1016,509443,1
RR_1,-0.121094,-0.130099,-0.009006,10046,1016,509443,1
RR_2,0.332031,0.500000,0.167969,-1,1016,509443,1
RL_0,0.468750,0.500000,0.031250,8046,1016,509472,1
RL_1,-0.144531,-0.139824,0.004707,1016,1016,509472,1
RL_2,0.441406,0.500000,0.058594,-1,1016,509472,1
FR_0,-0.492188,-0.500000,-0.007812,1972,956,510397,1
FR_1,-0.218750,-0.226438,-0.007688,0,956,510398,1
FR_2,0.257812,0.500000,0.242188,-1,956,510398,1
FL_0,0.441406,0.500000,0.058594,8046,956,510398,1
FL_1,-0.195312,-0.226588,-0.031275,8046,956,510398,1
FL_2,0.332031,0.500000,0.167969,-1,956,510398,1
RR_0,-0.441406,-0.500000,-0.058594,0,956,510398,1
RR_1,-0.070312,-0.133758,-0.063445,10046,956,510398,1
RR_2,0.367188,0.500000,0.132812,-1,956,510399,1
RL_0,0.417969,0.500000,0.082031,8046,956,510399,1
RL_1,-0.097656,-0.144765,-0.047109,1016,956,510399,1
RL_2,0.480469,0.500000,0.019531,11002,956,510399,1
FR_0,-0.566406,-0.500000,0.066406,1972,997,511395,1
FR_1,-0.246094,-0.215236,0.030858,0,997,511395,1
FR_2,0.406250,0.500000,0.093750,-1,997,511395,1
FL_0,0.566406,0.500000,-0.066406,8046,997,511395,1
FL_1,-0.144531,-0.226588,-0.082056,8046,997,511396,1
FL_2,0.441406,0.500000,0.058594,-1,997,511396,1
RR_0,-0.394531,-0.500000,-0.105469,0,997,511396,1
RR_1,-0.121094,-0.133758,-0.012664,997,997,511396,1
RR_2,0.406250,0.500000,0.093750,-1,997,511396,1
RL_0,0.566406,0.500000,-0.066406,8046,997,511396,1
RL_1,-0.144531,-0.144765,-0.000234,997,997,511396,1
RL_2,0.367188,0.500000,0.132812,11002,997,511396,1
FR_0,-0.492188,-0.500000,-0.007812,1046,1046,512442,1
FR_1,-0.246094,-0.215236,0.030858,0,1046,512442,1
FR_2,0.292969,0.500000,0.207031,-1,1046,512442,1
FL_0,0.343750,0.500000,0.156250,8046,1046,512442,1
FL_1,-0.195312,-0.226588,-0.031275,8046,1046,512442,1
FL_2,0.480469,0.500000,0.019531,13046,1046,512443,1
RR_0,-0.542969,-0.500000,0.042969,0,1046,512443,1
RR_1,-0.023438,-0.125720,-0.102283,997,1046,512443,1
RR_2,0.367188,0.500000,0.132812,-1,1046,512443,1
RL_0,0.589844,0.500000,-0.089844,8046,1046,512443,1
RL_1,-0.144531,-0.132547,0.011984,0,1046,512443,1
RL_2,0.441406,0.500000,0.058594,11002,1046,512444,1
FR_0,-0.492188,-0.500000,-0.007812,0,955,513397,1
FR_1,-0.218750,-0.215236,0.003514,2001,955,513397,1
FR_2,0.367188,0.500000,0.132812,-1,955,513397,1
FL_0,0.441406,0.500000,0.058594,8046,955,513397,1
FL_1,-0.144531,-0.226588,-0.082056,8046,955,513397,1
FL_2,0.292969,0.500000,0.207031,13046,955,513398,1
RR_0,-0.492188,-0.500000,-0.007812,3955,955,513398,1
RR_1,-0.070312,-0.125720,-0.055408,997,955,513398,1
RR_2,0.367188,0.500000,0.132812,-1,955,513398,1
RL_0,0.394531,0.500000,0.105469,8046,955,513398,1
RL_1,-0.070312,-0.129311,-0.058998,0,955,513398,1
RL_2,0.515625,0.500000,-0.015625,2001,955,513398,1
FR_0,-0.417969,-0.500000,-0.082031,0,997,514395,0
FR_1,-0.144531,-0.190527,-0.045996,2001,997,514395,0
FR_2,0.664062,0.500000,-0.164062,-1,997,514395,0
FL_0,0.492188,0.500000,0.007812,5969,997,514395,0
FL_1,-0.292969,-0.226588,0.066381,8046,997,514395,0
FL_2,0.515625,0.500000,-0.015625,997,997,514395,0
RR_0,-0.468750,-0.500000,-0.031250,3955,997,514396,0
RR_1,-0.195312,-0.125720,0.069592,997,997,514396,0
RR_2,0.292969,0.500000,0.207031,-1,997,514396,0
RL_0,0.492188,0.500000,0.007812,5969,997,514396,0
RL_1,-0.070312,-0.129311,-0.058998,0,997,514396,0
RL_2,0.406250,0.500000,0.093750,2001,997,514396,0
FR_0,-0.441406,-0.500000,-0.058594,0,999,515394,1
FR_1,-0.195312,-0.190527,0.004785,999,999,515395,1
FR_2,0.480469,0.500000,0.019531,15999,999,515395,1
FL_0,0.515625,0.500000,-0.015625,0,999,515395,1
FL_1,-0.320312,-0.226588,0.093725,8046,999,515395,1
FL_2,0.480469,0.500000,0.019531,0,999,515395,1
RR_0,-0.441406,-0.500000,-0.058594,3955,999,515395,1
RR_1,-0.097656,-0.125720,-0.028064,2953,999,515396,1
RR_2,0.441406,0.500000,0.058594,-1,999,515396,1
RL_0,0.468750,0.500000,0.031250,5969,999,515396,1
RL_1,-0.097656,-0.129311,-0.031654,0,999,515396,1
RL_2,0.554688,0.500000,-0.054688,2001,999,515396,1
FR_0,-0.515625,-0.500000,0.015625,1995,995,516390,0
FR_1,-0.195312,-0.167528,0.027785,0,995,516390,0
FR_2,0.589844,0.500000,-0.089844,15999,995,516390,0
FL_0,0.492188,0.500000,0.007812,0,995,516390,0
FL_1,-0.218750,-0.226588,-0.007838,7964,995,516390,0
FL_2,0.664062,0.500000,-0.164062,0,995,516390,0
RR_0,-0.468750,-0.500000,-0.031250,3955,995,516390,0
RR_1,-0.144531,-0.106780,0.037751,2953,995,516390,0
RR_2,0.441406,0.500000,0.058594,-1,995,516390,0
RL_0,0.468750,0.500000,0.031250,5969,995,516390,0
RL_1,-0.195312,-0.129311,0.066002,0,995,516390,0
RL_2,0.480469,0.500000,0.019531,1995,995,516390,0
FR_0,-0.515625,-0.500000,0.015625,0,1051,517442,1
FR_1,-0.218750,-0.151522,0.067228,0,1051,517442,1
FR_2,0.406250,0.500000,0.093750,15999,1051,517442,1
FL_0,0.468750,0.500000,0.031250,0,1051,517442,1
FL_1,-0.320312,-0.183961,0.136351,7964,1051,517443,1
FL_2,0.480469,0.500000,0.019531,1051,1051,517443,1
RR_0,-0.343750,-0.500000,-0.156250,3955,1051,517443,1
RR_1,-0.121094,-0.106780,0.014314,1051,1051,517443,1
RR_2,0.406250,0.500000,0.093750,-1,1051,517443,1
RL_0,0.492188,0.500000,0.007812,2046,1051,517443,1
RL_1,-0.171875,-0.129311,0.042564,0,1051,517443,1
RL_2,0.515625,0.500000,-0.015625,0,1051,517444,1
FR_0,-0.441406,-0.500000,-0.058594,0,954,518396,0
FR_1,-0.121094,-0.151522,-0.030428,0,954,518396,0
FR_2,0.367188,0.500000,0.132812,15999,954,518396,0
FL_0,0.492188,0.500000,0.007812,954,954,518397,0
FL_1,-0.218750,-0.183961,0.034789,7964,954,518397,0
FL_2,0.589844,0.500000,-0.089844,1051,954,518397,0
RR_0,-0.492188,-0.500000,-0.007812,4001,954,518397,0
RR_1,-0.097656,-0.117178,-0.019522,0,954,518397,0
RR_2,0.480469,0.500000,0.019531,19001,954,518397,0
RL_0,0.417969,0.500000,0.082031,2046,954,518397,0
RL_1,-0.046875,-0.129311,-0.082436,0,954,518398,0
RL_2,0.406250,0.500000,0.093750,0,954,518398,0
FR_0,-0.515625,-0.500000,0.015625,993,993,519390,0
FR_1,-0.121094,-0.151522,-0.030428,0,993,519390,0
FR_2,0.554688,0.500000,-0.054688,15999,993,519390,0
FL_0,0.515625,0.500000,-0.015625,0,993,519390,0
FL_1,-0.171875,-0.183961,-0.012086,1948,993,519390,0
FL_2,0.480469,0.500000,0.019531,993,993,519390,0
RR_0,-0.492188,-0.500000,-0.007812,0,993,519391,0
RR_1,0.046875,-0.116875,-0.163750,0,993,519391,0
RR_2,0.441406,0.500000,0.058594,19001,993,519391,0
RL_0,0.417969,0.500000,0.082031,2046,993,519391,0
RL_1,-0.121094,-0.129311,-0.008217,5993,993,519391,0
RL_2,0.441406,0.500000,0.058594,0,993,519391,0
FR_0,-0.492188,-0.500000,-0.007812,0,1000,520390,0
FR_1,-0.218750,-0.151522,0.067228,0,1000,520390,0
FR_2,0.589844,0.500000,-0.089844,15999,1000,520390,0
FL_0,0.542969,0.500000,-0.042969,0,1000,520390,0
FL_1,-0.195312,-0.159807,0.035506,1948,1000,520390,0
FL_2,0.406250,0.500000,0.093750,993,1000,520418,0
RR_0,-0.589844,-0.500000,0.089844,0,1000,520418,0
RR_1,-0.195312,-0.116875,0.078438,0,1000,520418,0
RR_2,0.406250,0.500000,0.093750,19001,1000,520418,0
RL_0,0.515625,0.500000,-0.015625,1994,1000,520418,0
RL_1,-0.046875,-0.137666,-0.090791,5993,1000,520418,0
RL_2,0.480469,0.500000,0.019531,1994,1000,520419,0
FR_0,-0.542969,-0.500000,0.042969,0,1005,521396,1
FR_1,-0.320312,-0.151522,0.168790,0,1005,521396,1
FR_2,0.367188,0.500000,0.132812,15999,1005,521396,1
FL_0,0.441406,0.500000,0.058594,0,1005,521396,1
FL_1,-0.144531,-0.159807,-0.015275,1005,1005,521396,1
FL_2,0.589844,0.500000,-0.089844,993,1005,521396,1
RR_0,-0.417969,-0.500000,-0.082031,0,1005,521401,1
RR_1,-0.046875,-0.116875,-0.070000,0,1005,521401,1
RR_2,0.589844,0.500000,-0.089844,19001,1005,521402,1
RL_0,0.468750,0.500000,0.031250,1994,1005,521402,1
RL_1,-0.121094,-0.137666,-0.016572,1005,1005,521402,1
RL_2,0.257812,0.500000,0.242188,1994,1005,521402,1
FR_0,-0.468750,-0.500000,-0.031250,0,1006,522402,1
FR_1,-0.070312,-0.151522,-0.081210,0,1006,522403,1
FR_2,0.332031,0.500000,0.167969,15999,1006,522403,1
FL_0,0.441406,0.500000,0.058594,0,1006,522403,1
FL_1,-0.171875,-0.131000,0.040875,1005,1006,522403,1
FL_2,0.441406,0.500000,0.058594,993,1006,522403,1
RR_0,-0.640625,-0.500000,0.140625,0,1006,522403,1
RR_1,-0.097656,-0.116875,-0.019219,3011,1006,522403,1
RR_2,0.406250,0.500000,0.093750,19001,1006,522403,1
RL_0,0.394531,0.500000,0.105469,1994,1006,522404,1
RL_1,-0.046875,-0.121020,-0.074145,1005,1006,522404,1
RL_2,0.441406,0.500000,0.058594,1994,1006,522404,1
FR_0,-0.468750,-0.500000,-0.031250,0,988,523390,0
FR_1,-0.070312,-0.151522,-0.081210,0,988,523390,0
FR_2,0.441406,0.500000,0.058594,15999,988,523391,0
FL_0,0.542969,0.500000,-0.042969,0,988,523391,0
FL_1,-0.269531,-0.131000,0.138531,1005,988,523391,0
FL_2,0.554688,0.500000,-0.054688,993,988,523391,0
RR_0,-0.441406,-0.500000,-0.058594,0,988,523391,0
RR_1,-0.097656,-0.108221,-0.010565,0,988,523391,0
RR_2,0.367188,0.500000,0.132812,19001,988,523391,0
RL_0,0.492188,0.500000,0.007812,1994,988,523391,0
RL_1,-0.144531,-0.121020,0.023512,988,988,523391,0
RL_2,0.367188,0.500000,0.132812,1994,988,523391,0
FR_0,-0.515625,-0.500000,0.015625,3045,1050,524441,1
FR_1,-0.046875,-0.151522,-0.104647,0,1050,524442,1
FR_2,0.515625,0.500000,-0.015625,8050,1050,524442,1
FL_0,0.468750,0.500000,0.031250,0,1050,524442,1
FL_1,-0.144531,-0.131000,0.013531,2038,1050,524442,1
FL_2,0.441406,0.500000,0.058594,993,1050,524442,1
RR_0,-0.367188,-0.500000,-0.132812,0,1050,524442,1
RR_1,-0.023438,-0.128353,-0.104915,0,1050,524442,1
RR_2,0.480469,0.500000,0.019531,5050,1050,524443,1
RL_0,0.492188,0.500000,0.007812,0,1050,524443,1
RL_1,-0.144531,-0.125123,0.019409,0,1050,524443,1
RL_2,0.367188,0.500000,0.132812,1994,1050,524443,1
FR_0,-0.492188,-0.500000,-0.007812,0,955,525396,0
FR_1,-0.023438,-0.151522,-0.128085,0,955,525396,0
FR_2,0.406250,0.500000,0.093750,8050,955,525396,0
FL_0,0.468750,0.500000,0.031250,0,955,525396,0
FL_1,-0.218750,-0.128395,0.090355,2038,955,525397,0
FL_2,0.332031,0.500000,0.167969,993,955,525397,0
RR_0,-0.394531,-0.500000,-0.105469,0,955,525397,0
RR_1,-0.144531,-0.128353,0.016178,955,955,525397,0
RR_2,0.554688,0.500000,-0.054688,5050,955,525397,0
RL_0,0.441406,0.500000,0.058594,0,955,525397,0
RL_1,-0.097656,-0.132663,-0.035007,0,955,525410,0
RL_2,0.441406,0.500000,0.058594,1994,955,525410,0
FR_0,-0.441406,-0.500000,-0.058594,0,999,526396,1
FR_1,-0.195312,-0.151522,0.043790,0,999,526396,1
FR_2,0.292969,0.500000,0.207031,8050,999,526396,1
FL_0,0.468750,0.500000,0.031250,0,999,526396,1
FL_1,-0.195312,-0.128395,0.066917,2038,999,526396,1
FL_2,0.441406,0.500000,0.058594,993,999,526396,1
RR_0,-0.468750,-0.500000,-0.031250,0,999,526396,1
RR_1,0.000000,-0.123237,-0.123237,955,999,526397,1
RR_2,0.480469,0.500000,0.019531,999,999,526397,1
RL_0,0.515625,0.500000,-0.015625,999,999,526397,1
RL_1,-0.121094,-0.132663,-0.011569,999,999,526397,1
RL_2,0.554688,0.500000,-0.054688,1994,999,526397,1
FR_0,-0.441406,-0.500000,-0.058594,0,994,527390,0
FR_1,-0.121094,-0.151522,-0.030428,0,994,527390,0
FR_2,0.332031,0.500000,0.167969,8050,994,527390,0
FL_0,0.542969,0.500000,-0.042969,0,994,527390,0
FL_1,-0.246094,-0.128395,0.117698,2038,994,527390,0
FL_2,0.406250,0.500000,0.093750,993,994,527390,0
RR_0,-0.441406,-0.500000,-0.058594,0,994,527390,0
RR_1,-0.171875,-0.123237,0.048638,955,994,527391,0
RR_2,0.406250,0.500000,0.093750,999,994,527391,0
RL_0,0.441406,0.500000,0.058594,999,994,527391,0
RL_1,-0.097656,-0.132833,-0.035177,999,994,527391,0
RL_2,0.406250,0.500000,0.093750,1994,994,527391,0
FR_0,-0.468750,-0.500000,-0.031250,0,1004,528394,0
FR_1,-0.218750,-0.151522,0.067228,0,1004,528395,0
FR_2,0.406250,0.500000,0.093750,8050,1004,528395,0
FL_0,0.515625,0.500000,-0.015625,8004,1004,528395,0
FL_1,-0.171875,-0.128395,0.043480,2038,1004,528395,0
FL_2,0.441406,0.500000,0.058594,993,1004,528395,0
RR_0,-0.394531,-0.500000,-0.105469,0,1004,528395,0
RR_1,-0.070312,-0.123237,-0.052925,955,1004,528395,0
RR_2,0.480469,0.500000,0.019531,1004,1004,528396,0
RL_0,0.492188,0.500000,0.007812,1004,1004,528396,0
RL_1,-0.097656,-0.132833,-0.035177,999,1004,528396,0
RL_2,0.554688,0.500000,-0.054688,1994,1004,528396,0
FR_0,-0.492188,-0.500000,-0.007812,3044,1045,529441,1
FR_1,-0.144531,-0.151522,-0.006991,11998,1045,529441,1
FR_2,0.480469,0.500000,0.019531,4044,1045,529441,1
FL_0,0.417969,0.500000,0.082031,8004,1045,529441,1
FL_1,-0.269531,-0.128395,0.141136,2038,1045,529442,1
FL_2,0.480469,0.500000,0.019531,9050,1045,529442,1
RR_0,-0.492188,-0.500000,-0.007812,9050,1045,529442,1
RR_1,-0.046875,-0.123237,-0.076362,955,1045,529442,1
RR_2,0.332031,0.500000,0.167969,1004,1045,529442,1
RL_0,0.492188,0.500000,0.007812,0,1045,529442,1
RL_1,-0.144531,-0.132833,0.011698,2050,1045,529443,1
RL_2,0.441406,0.500000,0.058594,1994,1045,529443,1
FR_0,-0.515625,-0.500000,0.015625,0,955,530396,1
FR_1,-0.097656,-0.161662,-0.064006,11998,955,530409,1
FR_2,0.554688,0.500000,-0.054688,4044,955,530409,1
FL_0,0.417969,0.500000,0.082031,8004,955,530409,1
FL_1,-0.097656,-0.128395,-0.030739,2038,955,530409,1
FL_2,0.628906,0.500000,-0.128906,9050,955,530410,1
RR_0,-0.589844,-0.500000,0.089844,9050,955,530410,1
RR_1,-0.070312,-0.123237,-0.052925,955,955,530410,1
RR_2,0.515625,0.500000,-0.015625,955,955,530410,1
RL_0,0.468750,0.500000,0.031250,0,955,530410,1
RL_1,-0.046875,-0.136050,-0.089175,2050,955,530410,1
RL_2,0.441406,0.500000,0.058594,1994,955,530410,1
FR_0,-0.441406,-0.500000,-0.058594,0,999,531396,1
FR_1,-0.097656,-0.161662,-0.064006,11998,999,531396,1
FR_2,0.515625,0.500000,-0.015625,999,999,531396,1
FL_0,0.515625,0.500000,-0.015625,1955,999,531396,1
FL_1,-0.144531,-0.128395,0.016136,5999,999,531396,1
FL_2,0.480469,0.500000,0.019531,999,999,531396,1
RR_0,-0.367188,-0.500000,-0.132812,9050,999,531396,1
RR_1,-0.046875,-0.123237,-0.076362,955,999,531397,1
RR_2,0.480469,0.500000,0.019531,0,999,531397,1
RL_0,0.468750,0.500000,0.031250,0,999,531397,1
RL_1,-0.070312,-0.136050,-0.065738,2050,999,531397,1
RL_2,0.515625,0.500000,-0.015625,9999,999,531397,1
FR_0,-0.417969,-0.500000,-0.082031,0,999,532395,1
FR_1,-0.097656,-0.161662,-0.064006,11998,999,532395,1
FR_2,0.628906,0.500000,-0.128906,999,999,532395,1
FL_0,0.394531,0.500000,0.105469,1955,999,532395,1
FL_1,-0.121094,-0.157428,-0.036335,5999,999,532395,1
FL_2,0.367188,0.500000,0.132812,999,999,532395,1
RR_0,-0.515625,-0.500000,0.015625,1998,999,532396,1
RR_1,-0.046875,-0.123237,-0.076362,955,999,532396,1
RR_2,0.480469,0.500000,0.019531,0,999,532396,1
RL_0,0.566406,0.500000,-0.066406,0,999,532396,1
RL_1,-0.121094,-0.136050,-0.014957,1998,999,532396,1
RL_2,0.441406,0.500000,0.058594,9999,999,532396,1
FR_0,-0.441406,-0.500000,-0.058594,0,999,533394,0
FR_1,-0.097656,-0.161662,-0.064006,11998,999,533394,0
FR_2,0.515625,0.500000,-0.015625,999,999,533395,0
FL_0,0.468750,0.500000,0.031250,1955,999,533395,0
FL_1,-0.121094,-0.157428,-0.036335,5999,999,533395,0
FL_2,0.406250,0.500000,0.093750,999,999,533395,0
RR_0,-0.492188,-0.500000,-0.007812,0,999,533395,0
RR_1,-0.121094,-0.123237,-0.002144,6998,999,533395,0
RR_2,0.628906,0.500000,-0.128906,0,999,533395,0
RL_0,0.589844,0.500000,-0.089844,0,999,533396,0
RL_1,-0.097656,-0.139366,-0.041710,1998,999,533396,0
RL_2,0.480469,0.500000,0.019531,999,999,533396,0
FR_0,-0.515625,-0.500000,0.015625,2994,995,534390,0
FR_1,-0.121094,-0.161662,-0.040569,11998,995,534390,0
FR_2,0.480469,0.500000,0.019531,0,995,534390,0
FL_0,0.468750,0.500000,0.031250,1955,995,534390,0
FL_1,-0.121094,-0.157428,-0.036335,5999,995,534394,0
FL_2,0.332031,0.500000,0.167969,999,995,534394,0
RR_0,-0.566406,-0.500000,0.066406,0,995,534394,0
RR_1,-0.097656,-0.126012,-0.028355,0,995,534395,0
RR_2,0.406250,0.500000,0.093750,0,995,534395,0
RL_0,0.492188,0.500000,0.007812,3993,995,534395,0
RL_1,-0.121094,-0.139366,-0.018273,995,995,534395,0
RL_2,0.589844,0.500000,-0.089844,999,995,534395,0
FR_0,-0.542969,-0.500000,0.042969,2994,1005,535395,1
FR_1,-0.070312,-0.161662,-0.091350,11998,1005,535395,1
FR_2,0.480469,0.500000,0.019531,0,1005,535395,1
FL_0,0.441406,0.500000,0.058594,1955,1005,535396,1
FL_1,-0.046875,-0.157428,-0.110553,5999,1005,535396,1
FL_2,0.406250,0.500000,0.093750,999,1005,535396,1
RR_0,-0.515625,-0.500000,0.015625,1005,1005,535396,1
RR_1,-0.121094,-0.129781,-0.008687,0,1005,535396,1
RR_2,0.515625,0.500000,-0.015625,2000,1005,535396,1
RL_0,0.515625,0.500000,-0.015625,0,1005,535396,1
