jointName,tauEst,targetTau,error,reachtime,timesincelastentry,timefromstart,pgmtime
FL_0,0.566406,0.500000,-0.066406,1047,999,2380395,0
FL_1,-0.171875,-0.191288,-0.019413,0,999,2380395,0
FL_2,0.441406,0.500000,0.058594,0,999,2380395,0
RR_0,-0.468750,-0.500000,-0.031250,954,999,2380395,0
RR_1,-0.097656,-0.132330,-0.034674,954,999,2380396,0
RR_2,0.406250,0.500000,0.093750,1047,999,2380409,0
RL_0,0.394531,0.500000,0.105469,1953,999,2380409,0
RL_1,-0.070312,-0.136504,-0.066192,0,999,2380409,0
RL_2,0.554688,0.500000,-0.054688,0,999,2380409,0
FR_0,-0.468750,-0.500000,-0.031250,4001,1000,2381395,1
FR_1,0.000000,-0.208388,-0.208388,999,1000,2381395,1
FR_2,0.515625,0.500000,-0.015625,2999,1000,2381395,1
FL_0,0.542969,0.500000,-0.042969,1047,1000,2381396,1
FL_1,-0.144531,-0.201459,-0.056927,0,1000,2381396,1
FL_2,0.441406,0.500000,0.058594,0,1000,2381396,1
RR_0,-0.417969,-0.500000,-0.082031,954,1000,2381396,1
RR_1,-0.097656,-0.132330,-0.034674,954,1000,2381396,1
RR_2,0.554688,0.500000,-0.054688,1047,1000,2381396,1
RL_0,0.492188,0.500000,0.007812,7001,1000,2381396,1
RL_1,-0.144531,-0.136504,0.008027,6000,1000,2381396,1
RL_2,0.515625,0.500000,-0.015625,1000,1000,2381397,1
FR_0,-0.441406,-0.500000,-0.058594,4001,999,2382395,1
FR_1,-0.121094,-0.208388,-0.087295,999,999,2382395,1
FR_2,0.367188,0.500000,0.132812,2999,999,2382395,1
FL_0,0.394531,0.500000,0.105469,1047,999,2382395,1
FL_1,-0.320312,-0.201459,0.118854,0,999,2382395,1
FL_2,0.589844,0.500000,-0.089844,0,999,2382395,1
RR_0,-0.417969,-0.500000,-0.082031,954,999,2382395,1
RR_1,0.000000,-0.132330,-0.132330,954,999,2382395,1
RR_2,0.515625,0.500000,-0.015625,3998,999,2382396,1
RL_0,0.492188,0.500000,0.007812,0,999,2382396,1
RL_1,-0.218750,-0.137172,0.081578,6000,999,2382396,1
RL_2,0.367188,0.500000,0.132812,1000,999,2382396,1
FR_0,-0.566406,-0.500000,0.066406,4001,999,2383394,0
FR_1,-0.171875,-0.208388,-0.036513,999,999,2383394,0
FR_2,0.367188,0.500000,0.132812,2999,999,2383395,0
FL_0,0.367188,0.500000,0.132812,1047,999,2383395,0
FL_1,-0.097656,-0.201459,-0.103802,0,999,2383395,0
FL_2,0.406250,0.500000,0.093750,0,999,2383395,0
RR_0,-0.417969,-0.500000,-0.082031,954,999,2383395,0
RR_1,-0.121094,-0.132330,-0.011236,3999,999,2383395,0
RR_2,0.441406,0.500000,0.058594,3998,999,2383395,0
RL_0,0.691406,0.500000,-0.191406,0,999,2383395,0
RL_1,-0.097656,-0.137172,-0.039515,6000,999,2383396,0
RL_2,0.367188,0.500000,0.132812,1000,999,2383396,0
FR_0,-0.441406,-0.500000,-0.058594,4001,1000,2384395,0
FR_1,-0.218750,-0.208388,0.010362,2999,1000,2384395,0
FR_2,0.367188,0.500000,0.132812,2999,1000,2384395,0
FL_0,0.492188,0.500000,0.007812,5998,1000,2384395,0
FL_1,-0.171875,-0.201459,-0.029584,2999,1000,2384395,0
FL_2,0.554688,0.500000,-0.054688,0,1000,2384396,0
RR_0,-0.515625,-0.500000,0.015625,5000,1000,2384396,0
RR_1,0.000000,-0.129117,-0.129117,3999,1000,2384396,0
RR_2,0.441406,0.500000,0.058594,3998,1000,2384396,0
RL_0,0.468750,0.500000,0.031250,0,1000,2384396,0
RL_1,-0.046875,-0.137172,-0.090297,6000,1000,2384396,0
RL_2,0.515625,0.500000,-0.015625,2000,1000,2384402,0
FR_0,-0.468750,-0.500000,-0.031250,4001,1046,2385442,1
FR_1,-0.171875,-0.200822,-0.028947,0,1046,2385442,1
FR_2,0.441406,0.500000,0.058594,2999,1046,2385442,1
FL_0,0.394531,0.500000,0.105469,5998,1046,2385442,1
FL_1,-0.246094,-0.205085,0.041009,2999,1046,2385443,1
FL_2,0.332031,0.500000,0.167969,0,1046,2385443,1
RR_0,-0.492188,-0.500000,-0.007812,0,1046,2385443,1
RR_1,-0.097656,-0.129117,-0.031461,3999,1046,2385443,1
RR_2,0.480469,0.500000,0.019531,2046,1046,2385443,1
RL_0,0.441406,0.500000,0.058594,0,1046,2385443,1
RL_1,-0.097656,-0.137172,-0.039515,6000,1046,2385443,1
RL_2,0.515625,0.500000,-0.015625,0,1046,2385444,1
FR_0,-0.468750,-0.500000,-0.031250,4001,954,2386395,0
FR_1,-0.121094,-0.214822,-0.093728,0,954,2386395,0
FR_2,0.515625,0.500000,-0.015625,4000,954,2386396,0
FL_0,0.417969,0.500000,0.082031,5998,954,2386396,0
FL_1,-0.097656,-0.205085,-0.107428,2999,954,2386396,0
FL_2,0.480469,0.500000,0.019531,12001,954,2386396,0
RR_0,-0.468750,-0.500000,-0.031250,0,954,2386396,0
RR_1,-0.144531,-0.129117,0.015414,2000,954,2386396,0
RR_2,0.480469,0.500000,0.019531,0,954,2386396,0
RL_0,0.468750,0.500000,0.031250,0,954,2386397,0
RL_1,-0.070312,-0.137172,-0.066859,6000,954,2386397,0
RL_2,0.406250,0.500000,0.093750,0,954,2386397,0
FR_0,-0.492188,-0.500000,-0.007812,8000,999,2387395,1
FR_1,-0.121094,-0.214822,-0.093728,0,999,2387395,1
FR_2,0.515625,0.500000,-0.015625,0,999,2387395,1
FL_0,0.320312,0.500000,0.179688,5998,999,2387395,1
FL_1,-0.195312,-0.205085,-0.009772,1953,999,2387396,1
FL_2,0.441406,0.500000,0.058594,12001,999,2387396,1
RR_0,-0.566406,-0.500000,0.066406,0,999,2387396,1
RR_1,-0.121094,-0.132644,-0.011551,0,999,2387396,1
RR_2,0.480469,0.500000,0.019531,0,999,2387396,1
RL_0,0.417969,0.500000,0.082031,0,999,2387396,1
RL_1,-0.097656,-0.137172,-0.039515,6000,999,2387397,1
RL_2,0.406250,0.500000,0.093750,0,999,2387397,1
FR_0,-0.566406,-0.500000,0.066406,8000,999,2388394,0
FR_1,-0.218750,-0.214822,0.003928,1999,999,2388395,0
FR_2,0.441406,0.500000,0.058594,0,999,2388395,0
FL_0,0.441406,0.500000,0.058594,5998,999,2388395,0
FL_1,-0.269531,-0.221081,0.048450,1953,999,2388395,0
FL_2,0.406250,0.500000,0.093750,12001,999,2388395,0
RR_0,-0.417969,-0.500000,-0.082031,0,999,2388395,0
RR_1,-0.097656,-0.132480,-0.034823,0,999,2388396,0
RR_2,0.441406,0.500000,0.058594,0,999,2388396,0
RL_0,0.441406,0.500000,0.058594,0,999,2388396,0
RL_1,-0.171875,-0.137172,0.034703,6000,999,2388396,0
RL_2,0.441406,0.500000,0.058594,0,999,2388396,0
FR_0,-0.515625,-0.500000,0.015625,1000,1000,2389395,0
FR_1,-0.046875,-0.206611,-0.159736,1999,1000,2389395,0
FR_2,0.406250,0.500000,0.093750,0,1000,2389413,0
FL_0,0.468750,0.500000,0.031250,5998,1000,2389413,0
FL_1,-0.195312,-0.221081,-0.025769,1000,1000,2389413,0
FL_2,0.406250,0.500000,0.093750,12001,1000,2389413,0
RR_0,-0.566406,-0.500000,0.066406,0,1000,2389413,0
RR_1,0.000000,-0.132480,-0.132480,0,1000,2389413,0
RR_2,0.441406,0.500000,0.058594,0,1000,2389414,0
RL_0,0.441406,0.500000,0.058594,0,1000,2389414,0
RL_1,-0.070312,-0.137172,-0.066859,6000,1000,2389414,0
RL_2,0.441406,0.500000,0.058594,0,1000,2389414,0
FR_0,-0.468750,-0.500000,-0.031250,1000,1000,2390395,1
FR_1,-0.171875,-0.206611,-0.034736,1999,1000,2390395,1
FR_2,0.292969,0.500000,0.207031,0,1000,2390395,1
FL_0,0.468750,0.500000,0.031250,5998,1000,2390396,1
FL_1,-0.144531,-0.201097,-0.056566,1000,1000,2390396,1
FL_2,0.515625,0.500000,-0.015625,3000,1000,2390396,1
RR_0,-0.394531,-0.500000,-0.105469,0,1000,2390396,1
RR_1,-0.023438,-0.132480,-0.109042,0,1000,2390396,1
RR_2,0.515625,0.500000,-0.015625,2000,1000,2390396,1
RL_0,0.492188,0.500000,0.007812,7000,1000,2390396,1
RL_1,-0.171875,-0.137172,0.034703,6000,1000,2390396,1
RL_2,0.480469,0.500000,0.019531,3999,1000,2390397,1
FR_0,-0.417969,-0.500000,-0.082031,1000,1046,2391442,1
FR_1,-0.171875,-0.206611,-0.034736,1999,1046,2391443,1
FR_2,0.218750,0.500000,0.281250,0,1046,2391443,1
FL_0,0.417969,0.500000,0.082031,5998,1046,2391443,1
FL_1,-0.218750,-0.201097,0.017653,1046,1046,2391443,1
FL_2,0.515625,0.500000,-0.015625,0,1046,2391443,1
RR_0,-0.492188,-0.500000,-0.007812,5046,1046,2391443,1
RR_1,-0.121094,-0.132480,-0.011386,3047,1046,2391444,1
RR_2,0.406250,0.500000,0.093750,2000,1046,2391444,1
RL_0,0.441406,0.500000,0.058594,7000,1046,2391444,1
RL_1,-0.144531,-0.137172,0.007360,9047,1046,2391444,1
RL_2,0.515625,0.500000,-0.015625,0,1046,2391444,1
FR_0,-0.417969,-0.500000,-0.082031,1000,953,2392396,1
FR_1,-0.097656,-0.206611,-0.108954,1999,953,2392396,1
FR_2,0.480469,0.500000,0.019531,4001,953,2392396,1
FL_0,0.492188,0.500000,0.007812,6954,953,2392396,1
FL_1,-0.144531,-0.202109,-0.057577,1046,953,2392396,1
FL_2,0.441406,0.500000,0.058594,0,953,2392396,1
RR_0,-0.566406,-0.500000,0.066406,5046,953,2392396,1
RR_1,-0.097656,-0.113139,-0.015483,0,953,2392397,1
RR_2,0.664062,0.500000,-0.164062,2000,953,2392397,1
RL_0,0.468750,0.500000,0.031250,7000,953,2392397,1
RL_1,-0.070312,-0.137808,-0.067495,9047,953,2392397,1
RL_2,0.515625,0.500000,-0.015625,0,953,2392397,1
FR_0,-0.441406,-0.500000,-0.058594,1000,999,2393395,0
FR_1,-0.246094,-0.206611,0.039483,1999,999,2393395,0
FR_2,0.480469,0.500000,0.019531,0,999,2393395,0
FL_0,0.492188,0.500000,0.007812,0,999,2393395,0
FL_1,-0.195312,-0.202109,-0.006796,999,999,2393395,0
FL_2,0.554688,0.500000,-0.054688,0,999,2393407,0
RR_0,-0.566406,-0.500000,0.066406,5046,999,2393408,0
RR_1,-0.121094,-0.137082,-0.015988,0,999,2393408,0
RR_2,0.406250,0.500000,0.093750,2000,999,2393408,0
RL_0,0.515625,0.500000,-0.015625,1952,999,2393408,0
RL_1,-0.144531,-0.137808,0.006723,999,999,2393408,0
RL_2,0.441406,0.500000,0.058594,0,999,2393408,0
FR_0,-0.394531,-0.500000,-0.105469,1000,1000,2394395,1
FR_1,-0.269531,-0.206611,0.062921,1999,1000,2394395,1
FR_2,0.515625,0.500000,-0.015625,0,1000,2394395,1
FL_0,0.468750,0.500000,0.031250,0,1000,2394395,1
FL_1,-0.097656,-0.197700,-0.100044,999,1000,2394396,1
FL_2,0.589844,0.500000,-0.089844,0,1000,2394396,1
RR_0,-0.394531,-0.500000,-0.105469,5046,1000,2394396,1
RR_1,0.000000,-0.133746,-0.133746,0,1000,2394396,1
RR_2,0.628906,0.500000,-0.128906,2000,1000,2394396,1
RL_0,0.468750,0.500000,0.031250,1952,1000,2394396,1
RL_1,-0.046875,-0.136753,-0.089878,999,1000,2394396,1
RL_2,0.292969,0.500000,0.207031,0,1000,2394397,1
FR_0,-0.417969,-0.500000,-0.082031,1000,999,2395394,0
FR_1,-0.144531,-0.206611,-0.062079,1999,999,2395394,0
FR_2,0.441406,0.500000,0.058594,0,999,2395395,0
FL_0,0.367188,0.500000,0.132812,0,999,2395395,0
FL_1,-0.218750,-0.197700,0.021050,999,999,2395395,0
FL_2,0.406250,0.500000,0.093750,0,999,2395395,0
RR_0,-0.394531,-0.500000,-0.105469,5046,999,2395395,0
RR_1,-0.144531,-0.133746,0.010785,999,999,2395395,0
RR_2,0.515625,0.500000,-0.015625,3952,999,2395395,0
RL_0,0.515625,0.500000,-0.015625,999,999,2395396,0
RL_1,-0.121094,-0.136753,-0.015659,999,999,2395396,0
RL_2,0.441406,0.500000,0.058594,0,999,2395396,0
FR_0,-0.468750,-0.500000,-0.031250,1000,1000,2396395,1
FR_1,-0.121094,-0.206611,-0.085517,1999,1000,2396395,1
FR_2,0.367188,0.500000,0.132812,0,1000,2396395,1
FL_0,0.542969,0.500000,-0.042969,0,1000,2396395,1
FL_1,-0.171875,-0.200973,-0.029098,0,1000,2396396,1
FL_2,0.367188,0.500000,0.132812,0,1000,2396396,1
RR_0,-0.441406,-0.500000,-0.058594,5046,1000,2396396,1
RR_1,-0.121094,-0.131684,-0.010590,0,1000,2396396,1
RR_2,0.589844,0.500000,-0.089844,3952,1000,2396396,1
RL_0,0.566406,0.500000,-0.066406,999,1000,2396396,1
RL_1,-0.121094,-0.131010,-0.009917,0,1000,2396396,1
RL_2,0.554688,0.500000,-0.054688,0,1000,2396396,1
FR_0,-0.542969,-0.500000,0.042969,1000,1046,2397442,1
FR_1,-0.144531,-0.206611,-0.062079,1999,1046,2397442,1
FR_2,0.406250,0.500000,0.093750,0,1046,2397442,1
FL_0,0.468750,0.500000,0.031250,0,1046,2397442,1
FL_1,-0.269531,-0.192771,0.076760,0,1046,2397443,1
FL_2,0.441406,0.500000,0.058594,0,1046,2397443,1
RR_0,-0.468750,-0.500000,-0.031250,5046,1046,2397443,1
RR_1,-0.121094,-0.132404,-0.011310,0,1046,2397443,1
RR_2,0.367188,0.500000,0.132812,3952,1046,2397455,1
RL_0,0.492188,0.500000,0.007812,1046,1046,2397455,1
RL_1,-0.097656,-0.125577,-0.027921,0,1046,2397456,1
RL_2,0.515625,0.500000,-0.015625,4046,1046,2397456,1
FR_0,-0.417969,-0.500000,-0.082031,1000,954,2398396,0
FR_1,-0.218750,-0.206611,0.012139,9001,954,2398396,0
FR_2,0.406250,0.500000,0.093750,0,954,2398397,0
FL_0,0.441406,0.500000,0.058594,0,954,2398397,0
FL_1,-0.144531,-0.192771,-0.048240,0,954,2398397,0
FL_2,0.441406,0.500000,0.058594,0,954,2398397,0
RR_0,-0.492188,-0.500000,-0.007812,6000,954,2398397,0
RR_1,-0.046875,-0.132503,-0.085628,0,954,2398397,0
RR_2,0.406250,0.500000,0.093750,3952,954,2398397,0
RL_0,0.492188,0.500000,0.007812,0,954,2398398,0
RL_1,-0.144531,-0.134214,0.010317,0,954,2398398,0
RL_2,0.515625,0.500000,-0.015625,0,954,2398398,0
FR_0,-0.417969,-0.500000,-0.082031,1000,998,2399394,0
FR_1,-0.195312,-0.207222,-0.011910,0,998,2399395,0
FR_2,0.406250,0.500000,0.093750,0,998,2399395,0
FL_0,0.542969,0.500000,-0.042969,0,998,2399395,0
FL_1,-0.195312,-0.192771,0.002541,1952,998,2399395,0
FL_2,0.441406,0.500000,0.058594,0,998,2399395,0
RR_0,-0.468750,-0.500000,-0.031250,6000,998,2399395,0
RR_1,-0.218750,-0.132503,0.086247,0,998,2399395,0
RR_2,0.406250,0.500000,0.093750,3952,998,2399395,0
RL_0,0.492188,0.500000,0.007812,0,998,2399396,0
RL_1,-0.070312,-0.129709,-0.059396,0,998,2399396,0
RL_2,0.332031,0.500000,0.167969,0,998,2399396,0
FR_0,-0.468750,-0.500000,-0.031250,1000,1000,2400395,0
FR_1,-0.144531,-0.206912,-0.062381,0,1000,2400395,0
FR_2,0.554688,0.500000,-0.054688,0,1000,2400396,0
FL_0,0.441406,0.500000,0.058594,0,1000,2400396,0
FL_1,-0.171875,-0.182065,-0.010190,0,1000,2400396,0
FL_2,0.480469,0.500000,0.019531,7999,1000,2400396,0
RR_0,-0.515625,-0.500000,0.015625,1000,1000,2400396,0
RR_1,-0.171875,-0.132503,0.039372,0,1000,2400396,0
RR_2,0.480469,0.500000,0.019531,4000,1000,2400396,0
RL_0,0.492188,0.500000,0.007812,0,1000,2400396,0
RL_1,-0.121094,-0.129709,-0.008615,1000,1000,2400397,0
RL_2,0.367188,0.500000,0.132812,0,1000,2400397,0
FR_0,-0.441406,-0.500000,-0.058594,1000,999,2401394,0
FR_1,-0.195312,-0.206912,-0.011600,999,999,2401395,0
FR_2,0.406250,0.500000,0.093750,0,999,2401395,0
FL_0,0.515625,0.500000,-0.015625,6999,999,2401395,0
FL_1,-0.171875,-0.202055,-0.030180,0,999,2401395,0
FL_2,0.441406,0.500000,0.058594,7999,999,2401395,0
RR_0,-0.492188,-0.500000,-0.007812,0,999,2401395,0
RR_1,-0.097656,-0.132503,-0.034847,0,999,2401396,0
RR_2,0.441406,0.500000,0.058594,4000,999,2401396,0
RL_0,0.417969,0.500000,0.082031,0,999,2401396,0
RL_1,-0.097656,-0.153821,-0.056165,1000,999,2401396,0
RL_2,0.367188,0.500000,0.132812,0,999,2401396,0
FR_0,-0.417969,-0.500000,-0.082031,1000,1000,2402395,0
FR_1,0.000000,-0.211565,-0.211565,999,1000,2402395,0
FR_2,0.554688,0.500000,-0.054688,0,1000,2402395,0
FL_0,0.515625,0.500000,-0.015625,0,1000,2402395,0
FL_1,-0.218750,-0.202055,0.016695,1000,1000,2402395,0
FL_2,0.515625,0.500000,-0.015625,1000,1000,2402395,0
RR_0,-0.367188,-0.500000,-0.132812,0,1000,2402396,0
RR_1,-0.171875,-0.132503,0.039372,0,1000,2402396,0
RR_2,0.406250,0.500000,0.093750,4000,1000,2402396,0
RL_0,0.441406,0.500000,0.058594,0,1000,2402396,0
RL_1,0.000000,-0.153821,-0.153821,1000,1000,2402396,0
RL_2,0.406250,0.500000,0.093750,0,1000,2402396,0
FR_0,-0.566406,-0.500000,0.066406,1000,1047,2403442,1
FR_1,-0.144531,-0.211565,-0.067034,999,1047,2403443,1
FR_2,0.367188,0.500000,0.132812,0,1047,2403443,1
FL_0,0.417969,0.500000,0.082031,0,1047,2403443,1
FL_1,-0.195312,-0.202087,-0.006774,0,1047,2403443,1
FL_2,0.515625,0.500000,-0.015625,0,1047,2403443,1
RR_0,-0.343750,-0.500000,-0.156250,0,1047,2403444,1
RR_1,-0.046875,-0.132503,-0.085628,0,1047,2403444,1
RR_2,0.406250,0.500000,0.093750,4000,1047,2403444,1
RL_0,0.542969,0.500000,-0.042969,0,1047,2403444,1
RL_1,-0.046875,-0.153821,-0.106946,1000,1047,2403444,1
RL_2,0.480469,0.500000,0.019531,4047,1047,2403444,1
FR_0,-0.468750,-0.500000,-0.031250,1000,953,2404396,0
FR_1,-0.121094,-0.211565,-0.090472,999,953,2404396,0
FR_2,0.515625,0.500000,-0.015625,9001,953,2404396,0
FL_0,0.417969,0.500000,0.082031,0,953,2404396,0
FL_1,-0.195312,-0.199542,-0.004230,0,953,2404396,0
FL_2,0.554688,0.500000,-0.054688,0,953,2404397,0
RR_0,-0.417969,-0.500000,-0.082031,0,953,2404397,0
RR_1,-0.097656,-0.132503,-0.034847,0,953,2404397,0
RR_2,0.480469,0.500000,0.019531,3001,953,2404397,0
RL_0,0.441406,0.500000,0.058594,0,953,2404397,0
RL_1,-0.046875,-0.153821,-0.106946,1000,953,2404397,0
RL_2,0.515625,0.500000,-0.015625,0,953,2404397,0
FR_0,-0.515625,-0.500000,0.015625,14999,999,2405395,0
FR_1,-0.121094,-0.211565,-0.090472,999,999,2405395,0
FR_2,0.218750,0.500000,0.281250,9001,999,2405395,0
FL_0,0.566406,0.500000,-0.066406,0,999,2405395,0
FL_1,-0.171875,-0.200207,-0.028332,0,999,2405396,0
FL_2,0.480469,0.500000,0.019531,999,999,2405396,0
RR_0,-0.542969,-0.500000,0.042969,0,999,2405396,0
RR_1,-0.097656,-0.132503,-0.034847,0,999,2405396,0
RR_2,0.441406,0.500000,0.058594,3001,999,2405396,0
RL_0,0.468750,0.500000,0.031250,0,999,2405396,0
RL_1,-0.121094,-0.153821,-0.032728,1000,999,2405396,0
RL_2,0.515625,0.500000,-0.015625,0,999,2405397,0
FR_0,-0.515625,-0.500000,0.015625,0,1000,2406396,0
FR_1,0.000000,-0.211565,-0.211565,999,1000,2406396,0
FR_2,0.554688,0.500000,-0.054688,9001,1000,2406396,0
FL_0,0.664062,0.500000,-0.164062,0,1000,2406408,0
FL_1,-0.097656,-0.201492,-0.103835,0,1000,2406408,0
FL_2,0.628906,0.500000,-0.128906,999,1000,2406409,0
RR_0,-0.492188,-0.500000,-0.007812,4000,1000,2406409,0
RR_1,-0.097656,-0.132503,-0.034847,0,1000,2406409,0
RR_2,0.367188,0.500000,0.132812,3001,1000,2406409,0
RL_0,0.515625,0.500000,-0.015625,5000,1000,2406409,0
RL_1,-0.023438,-0.153821,-0.130384,1000,1000,2406409,0
RL_2,0.441406,0.500000,0.058594,0,1000,2406409,0
FR_0,-0.468750,-0.500000,-0.031250,0,999,2407395,0
FR_1,-0.195312,-0.211565,-0.016253,4999,999,2407395,0
FR_2,0.406250,0.500000,0.093750,9001,999,2407395,0
FL_0,0.441406,0.500000,0.058594,0,999,2407395,0
FL_1,-0.195312,-0.201492,-0.006179,999,999,2407395,0
FL_2,0.480469,0.500000,0.019531,999,999,2407395,0
RR_0,-0.566406,-0.500000,0.066406,4000,999,2407395,0
RR_1,-0.046875,-0.132503,-0.085628,0,999,2407395,0
RR_2,0.515625,0.500000,-0.015625,1999,999,2407396,0
RL_0,0.468750,0.500000,0.031250,5000,999,2407396,0
RL_1,-0.097656,-0.153821,-0.056165,1000,999,2407396,0
RL_2,0.441406,0.500000,0.058594,0,999,2407396,0
FR_0,-0.441406,-0.500000,-0.058594,0,999,2408394,0
FR_1,-0.246094,-0.199028,0.047066,4999,999,2408395,0
FR_2,0.441406,0.500000,0.058594,9001,999,2408395,0
FL_0,0.441406,0.500000,0.058594,0,999,2408395,0
FL_1,-0.097656,-0.212366,-0.114710,999,999,2408395,0
FL_2,0.406250,0.500000,0.093750,999,999,2408395,0
RR_0,-0.515625,-0.500000,0.015625,999,999,2408395,0
RR_1,-0.144531,-0.132503,0.012028,9998,999,2408395,0
RR_2,0.515625,0.500000,-0.015625,0,999,2408396,0
RL_0,0.492188,0.500000,0.007812,999,999,2408396,0
RL_1,-0.070312,-0.153821,-0.083509,1000,999,2408396,0
RL_2,0.441406,0.500000,0.058594,0,999,2408396,0
FR_0,-0.492188,-0.500000,-0.007812,2044,1044,2409439,1
FR_1,-0.121094,-0.199028,-0.077934,4999,1044,2409440,1
FR_2,0.777344,0.500000,-0.277344,9001,1044,2409440,1
FL_0,0.542969,0.500000,-0.042969,0,1044,2409440,1
FL_1,-0.171875,-0.212366,-0.040491,999,1044,2409440,1
FL_2,0.480469,0.500000,0.019531,1044,1044,2409440,1
RR_0,-0.394531,-0.500000,-0.105469,999,1044,2409441,1
RR_1,-0.097656,-0.135254,-0.037598,9998,1044,2409441,1
RR_2,0.480469,0.500000,0.019531,0,1044,2409441,1
RL_0,0.468750,0.500000,0.031250,999,1044,2409441,1
RL_1,-0.144531,-0.153821,-0.009290,8044,1044,2409441,1
RL_2,0.589844,0.500000,-0.089844,0,1044,2409441,1
FR_0,-0.417969,-0.500000,-0.082031,2044,957,2410397,0
FR_1,-0.246094,-0.199028,0.047066,4999,957,2410397,0
FR_2,0.441406,0.500000,0.058594,9001,957,2410397,0
FL_0,0.492188,0.500000,0.007812,6954,957,2410397,0
FL_1,-0.144531,-0.212366,-0.067835,999,957,2410397,0
FL_2,0.589844,0.500000,-0.089844,1044,957,2410397,0
RR_0,-0.417969,-0.500000,-0.082031,999,957,2410410,0
RR_1,-0.121094,-0.135254,-0.014160,957,957,2410410,0
RR_2,0.441406,0.500000,0.058594,0,957,2410410,0
RL_0,0.492188,0.500000,0.007812,957,957,2410410,0
RL_1,-0.097656,-0.138127,-0.040471,8044,957,2410410,0
RL_2,0.480469,0.500000,0.019531,4001,957,2410410,0
FR_0,-0.542969,-0.500000,0.042969,2044,1045,2411443,1
FR_1,-0.121094,-0.199028,-0.077934,4999,1045,2411443,1
FR_2,0.406250,0.500000,0.093750,9001,1045,2411443,1
FL_0,0.515625,0.500000,-0.015625,0,1045,2411443,1
FL_1,-0.171875,-0.212366,-0.040491,999,1045,2411443,1
FL_2,0.332031,0.500000,0.167969,1044,1045,2411444,1
RR_0,-0.343750,-0.500000,-0.156250,999,1045,2411444,1
RR_1,-0.070312,-0.148143,-0.077831,957,1045,2411444,1
RR_2,0.332031,0.500000,0.167969,0,1045,2411444,1
RL_0,0.468750,0.500000,0.031250,957,1045,2411444,1
RL_1,-0.070312,-0.138127,-0.067815,8044,1045,2411444,1
RL_2,0.406250,0.500000,0.093750,4001,1045,2411444,1
FR_0,-0.566406,-0.500000,0.066406,2044,953,2412395,0
FR_1,-0.171875,-0.199028,-0.027153,4000,953,2412396,0
FR_2,0.664062,0.500000,-0.164062,9001,953,2412396,0
FL_0,0.468750,0.500000,0.031250,0,953,2412396,0
FL_1,-0.171875,-0.212366,-0.040491,999,953,2412396,0
FL_2,0.515625,0.500000,-0.015625,1998,953,2412396,0
RR_0,-0.441406,-0.500000,-0.058594,999,953,2412396,0
RR_1,-0.023438,-0.148143,-0.124706,957,953,2412396,0
RR_2,0.554688,0.500000,-0.054688,0,953,2412397,0
RL_0,0.492188,0.500000,0.007812,953,953,2412397,0
RL_1,-0.171875,-0.138127,0.033748,8044,953,2412397,0
RL_2,0.515625,0.500000,-0.015625,953,953,2412397,0
FR_0,-0.515625,-0.500000,0.015625,3042,1043,2413440,1
FR_1,-0.269531,-0.196528,0.073004,4000,1043,2413440,1
FR_2,0.292969,0.500000,0.207031,9001,1043,2413440,1
FL_0,0.468750,0.500000,0.031250,0,1043,2413440,1
FL_1,-0.171875,-0.212366,-0.040491,999,1043,2413441,1
FL_2,0.367188,0.500000,0.132812,1998,1043,2413441,1
RR_0,-0.515625,-0.500000,0.015625,4000,1043,2413441,1
RR_1,-0.121094,-0.148143,-0.027049,1997,1043,2413441,1
RR_2,0.515625,0.500000,-0.015625,3042,1043,2413441,1
RL_0,0.515625,0.500000,-0.015625,0,1043,2413441,1
RL_1,-0.121094,-0.138127,-0.017034,3042,1043,2413441,1
RL_2,0.406250,0.500000,0.093750,953,1043,2413442,1
FR_0,-0.343750,-0.500000,-0.156250,3042,1002,2414442,1
FR_1,-0.144531,-0.196528,-0.051996,4000,1002,2414442,1
FR_2,0.441406,0.500000,0.058594,9001,1002,2414442,1
FL_0,0.394531,0.500000,0.105469,0,1002,2414442,1
FL_1,-0.097656,-0.212366,-0.114710,999,1002,2414443,1
FL_2,0.441406,0.500000,0.058594,1998,1002,2414443,1
RR_0,-0.492188,-0.500000,-0.007812,0,1002,2414443,1
RR_1,-0.144531,-0.133406,0.011125,0,1002,2414443,1
RR_2,0.406250,0.500000,0.093750,3042,1002,2414443,1
RL_0,0.417969,0.500000,0.082031,0,1002,2414455,1
RL_1,-0.121094,-0.137098,-0.016004,0,1002,2414456,1
RL_2,0.554688,0.500000,-0.054688,953,1002,2414456,1
FR_0,-0.441406,-0.500000,-0.058594,3042,998,2415440,1
FR_1,-0.070312,-0.196528,-0.126215,4000,998,2415440,1
FR_2,0.703125,0.500000,-0.203125,9001,998,2415440,1
FL_0,0.417969,0.500000,0.082031,0,998,2415440,1
FL_1,-0.121094,-0.212366,-0.091272,999,998,2415441,1
FL_2,0.367188,0.500000,0.132812,1998,998,2415441,1
RR_0,-0.441406,-0.500000,-0.058594,0,998,2415441,1
RR_1,-0.218750,-0.129500,0.089250,0,998,2415441,1
RR_2,0.628906,0.500000,-0.128906,3042,998,2415441,1
RL_0,0.492188,0.500000,0.007812,998,998,2415441,1
RL_1,-0.097656,-0.136527,-0.038871,0,998,2415441,1
RL_2,0.589844,0.500000,-0.089844,953,998,2415442,1
